"Height","Weight","Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Cars","Passive.sport","Active.sport","Gardening","Shopping","Science.and.technology","Theatre","Fun.with.friends","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Age","Number.of.siblings"
193,75,4,3,3,2,1,3,1,5,4,1,1,1,1,1,2,1,2,1,1,5,1,2,5,2,4,5,3,3,5,1,3,2,1,1,1,5,1,4,3,1,2,3,4,4,4,2,4,3,21,0
165,52,5,3,3,2,2,3,2,3,5,5,2,1,3,4,5,2,4,1,4,5,4,4,5,2,3,3,5,5,4,5,2,4,1,1,3,5,3,5,1,1,3,3,2,3,4,1,2,2,22,0
178,80,4,3,4,3,2,3,2,5,3,2,1,3,2,2,2,2,4,3,2,4,3,4,4,4,2,4,2,2,4,2,5,5,4,2,3,4,2,3,2,2,2,3,4,5,5,3,3,2,24,2
174,70,5,3,3,2,2,2,2,3,5,3,4,3,4,2,3,3,2,4,1,5,1,2,4,4,2,3,3,4,2,1,1,3,3,1,3,2,3,4,3,2,4,3,4,4,4,3,5,4,19,1
159,52,5,3,2,2,2,4,2,2,5,3,3,2,1,4,4,3,1,1,4,5,4,3,4,5,3,3,3,3,4,3,3,5,5,3,5,4,4,5,5,2,2,2,5,5,5,3,5,3,18,1
174,61,5,3,4,1,1,1,3,5,3,1,2,4,2,1,2,2,2,1,1,5,1,2,5,5,2,1,5,5,4,1,1,4,1,2,5,4,4,5,1,4,5,3,4,5,5,4,3,2,24,1
176,74,5,3,5,2,2,3,2,2,2,2,1,5,2,3,2,3,2,4,1,5,2,2,5,2,4,1,5,5,5,3,4,5,5,1,2,4,1,5,1,1,1,1,1,1,1,1,2,1,22,3
174,65,5,2,2,1,1,3,3,4,5,4,4,2,1,3,3,5,2,1,2,2,1,2,5,4,5,5,2,1,4,3,1,5,1,2,2,1,2,5,1,1,3,3,1,1,1,5,4,5,20,1
166,55,5,3,2,2,1,3,1,4,5,3,4,3,5,4,3,3,2,1,2,5,4,2,5,5,2,1,5,5,4,2,1,3,2,1,3,2,3,5,3,3,5,4,2,5,5,5,5,5,20,1
165,70,5,4,3,1,1,2,3,3,1,1,1,2,1,1,1,1,1,2,1,3,4,4,4,3,2,3,3,4,2,1,3,4,2,2,4,2,3,4,1,2,2,3,2,2,3,4,3,3,19,1
162,52,5,4,3,2,2,1,3,4,4,1,1,3,4,1,3,1,1,2,2,4,2,3,5,3,3,4,3,3,2,1,3,3,1,1,4,3,4,5,1,3,3,3,4,5,3,1,4,5,21,1
191,77,5,3,3,3,2,4,3,3,3,4,5,3,4,3,3,4,3,2,2,4,4,4,4,3,5,3,5,5,3,3,1,4,4,4,2,3,4,5,2,2,2,2,2,2,2,2,2,2,25,1
168,55,5,2,3,4,4,3,4,1,2,1,1,1,2,3,4,3,5,1,3,5,1,2,5,5,1,3,5,4,4,4,3,4,4,4,4,4,3,4,1,3,5,4,2,5,5,4,4,2,28,1
173,50,5,3,1,2,1,3,1,2,5,5,5,5,5,3,5,5,3,4,4,5,2,3,5,3,2,4,2,3,4,3,2,4,3,2,3,4,5,5,1,1,1,2,3,1,1,3,4,4,20,1
164,60,5,3,2,1,2,2,2,2,5,3,2,1,1,1,4,5,1,1,1,4,5,3,5,4,5,2,3,4,4,2,1,5,3,1,1,3,4,5,1,1,2,1,2,1,1,2,1,3,20,2
172,77,5,3,2,1,1,5,3,1,2,1,3,5,4,4,1,2,2,1,2,3,2,2,5,2,2,2,2,2,5,2,2,5,3,4,1,3,3,5,1,1,2,2,2,2,1,1,1,4,23,1
186,82,5,3,1,2,3,4,2,2,5,5,1,2,2,4,5,5,4,1,2,4,4,4,2,2,5,3,4,3,5,1,1,3,3,1,2,5,4,3,1,3,3,4,2,1,1,4,1,2,27,1
180,77,4,3,4,2,3,3,4,3,3,3,4,4,3,3,3,4,4,4,2,4,4,4,4,3,4,5,4,4,2,2,4,4,4,2,4,3,2,4,4,2,2,2,2,2,2,2,2,4,21,1
170,60,5,3,3,2,2,2,3,3,3,3,1,2,3,3,2,2,5,2,2,3,3,4,3,2,2,4,3,3,4,3,3,2,3,2,3,3,2,4,1,1,1,1,1,1,1,1,1,2,23,1
165,57,5,3,3,3,3,2,3,3,3,1,1,4,4,4,4,4,4,4,3,4,2,2,5,5,4,3,3,2,4,2,4,2,4,2,4,3,4,5,2,2,5,5,2,3,5,5,4,3,22,2
166,60,3,1,2,4,2,5,5,4,4,2,2,1,1,3,2,3,3,1,5,4,5,5,4,4,2,4,3,2,4,2,3,4,4,1,4,3,5,4,1,3,2,1,5,5,3,5,5,4,28,1
170,52,4,3,2,2,1,3,4,5,4,2,1,3,2,4,4,3,4,1,4,4,3,3,4,4,1,2,3,3,3,2,1,4,2,3,3,2,3,4,3,1,1,3,4,3,1,3,3,2,22,2
173,67,5,4,3,3,1,3,1,3,5,3,3,4,1,1,3,1,3,1,1,4,1,4,4,3,1,5,2,5,5,1,3,5,5,1,2,4,3,5,1,1,1,2,1,3,3,3,2,3,18,1
165,75,5,3,3,3,3,3,5,5,4,2,1,2,2,2,3,1,3,3,2,5,2,3,5,5,2,5,5,5,1,1,2,3,1,3,5,2,5,5,4,5,3,2,4,3,3,2,5,4,25,1
62,55,5,4,2,2,1,2,2,1,2,2,1,2,1,2,1,5,2,2,2,5,1,2,2,3,1,2,3,4,5,1,2,5,5,2,3,3,5,5,1,2,2,2,3,3,4,3,3,3,20,2
164,77,4,3,3,2,1,3,3,4,3,2,3,3,3,2,3,1,4,1,1,5,5,5,5,5,3,5,5,5,5,3,4,3,3,2,3,1,4,5,1,1,1,2,1,1,1,1,3,5,28,1
162,65,5,3,2,3,3,3,3,2,5,5,4,1,5,3,4,4,4,1,5,3,4,2,5,4,3,1,5,5,5,3,2,5,4,2,1,5,5,5,1,1,1,1,3,1,3,3,1,5,23,1
185,70,5,3,2,2,1,2,2,1,5,2,5,3,5,4,5,5,2,3,1,5,5,3,5,5,3,3,5,5,5,1,1,1,5,3,3,3,3,5,3,1,2,1,1,2,3,3,5,5,21,0
160,55,5,4,4,3,4,2,4,5,5,2,3,5,5,2,5,2,5,5,1,5,5,4,5,4,3,2,5,5,4,3,4,3,5,1,3,4,3,5,1,3,2,1,5,3,1,1,1,3,25,1
180,70,5,5,4,3,2,4,4,3,5,5,4,4,5,4,3,4,4,4,4,4,1,4,4,4,3,3,4,4,4,2,4,1,5,4,3,5,5,5,3,2,4,4,5,4,1,1,1,4,28,1
172,75,4,4,4,2,3,3,3,4,4,3,4,3,4,3,4,3,2,5,2,5,2,4,4,2,4,5,5,4,4,3,4,4,1,1,3,4,3,4,3,1,1,2,2,5,3,2,4,3,19,4
179,80,5,3,2,5,5,3,3,5,5,4,3,3,3,3,5,1,5,1,1,5,1,1,5,5,5,4,5,5,5,5,3,3,3,5,3,3,3,5,5,4,2,3,3,4,5,3,5,3,30,1
165,57,5,5,5,1,1,2,3,5,4,1,2,4,2,2,3,2,4,1,1,5,2,4,5,4,2,1,5,3,1,1,3,5,4,5,5,1,2,4,4,4,4,3,3,3,5,1,3,4,28,1
163,53,5,3,3,2,3,3,4,4,3,2,3,4,3,4,4,1,4,3,2,5,1,2,5,4,4,4,5,1,4,3,3,3,3,2,4,4,3,4,2,3,2,4,4,4,3,1,2,4,19,0
175,80,2,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,1
170,60,5,3,3,1,2,3,3,3,5,4,4,5,3,3,5,3,2,1,1,5,2,3,5,4,2,3,4,5,3,1,5,5,5,1,4,5,4,5,5,1,2,2,5,2,2,3,4,1,19,1
165,48,5,4,4,3,1,3,4,4,5,1,5,3,1,1,2,1,4,1,1,5,3,5,5,5,1,3,5,5,3,1,1,3,3,1,5,1,3,3,1,2,1,1,5,5,5,3,5,3,18,2
174,64,5,3,3,1,2,2,1,4,4,1,2,4,2,2,2,2,4,3,2,5,3,3,5,4,3,3,3,5,5,3,5,3,3,1,4,2,2,4,2,1,2,3,1,4,2,1,2,3,18,1
182,63,5,4,4,1,2,3,2,2,4,1,3,3,3,3,4,4,3,3,2,5,2,4,4,2,4,3,2,3,3,4,5,5,5,2,2,4,4,4,1,1,3,3,4,5,4,1,5,4,18,1
168,70,5,3,4,2,2,2,3,3,4,4,2,4,2,4,5,5,4,2,2,5,3,4,5,4,3,3,5,4,2,2,5,1,4,1,4,2,2,5,1,2,2,2,5,5,4,3,3,4,17,0
168,62,5,3,2,3,3,3,3,4,5,5,4,4,3,4,4,4,2,2,2,5,2,5,5,3,5,5,3,4,5,3,2,5,4,1,3,4,3,5,2,3,3,3,1,1,1,3,2,3,21,1
171,69,5,3,3,2,2,3,2,4,3,2,1,4,3,3,3,3,4,4,1,4,5,5,5,2,2,1,3,3,1,1,3,3,3,1,5,3,4,5,2,3,2,3,2,3,4,3,5,4,18,1
187,73,5,3,3,3,4,5,2,3,5,4,2,3,3,5,5,1,5,4,3,5,4,5,5,3,4,5,4,4,5,2,4,4,5,1,2,5,2,5,2,2,1,1,3,5,2,1,2,1,21,4
167,70,5,4,4,2,2,3,5,5,4,2,2,5,3,4,4,4,4,3,4,4,1,1,5,5,3,2,5,5,3,1,2,3,4,1,3,2,5,5,2,4,3,3,5,3,2,1,1,3,23,0
168,62,5,3,3,5,3,1,5,5,3,1,1,3,1,3,3,1,3,3,1,5,1,3,5,5,3,1,5,3,5,1,1,2,3,1,2,2,4,5,3,1,1,1,1,1,1,1,1,1,18,1
168,76,5,3,3,1,1,3,3,4,5,3,5,3,1,1,2,2,3,1,2,5,2,4,5,4,2,5,3,3,2,1,2,4,1,2,3,1,2,3,1,3,3,2,5,5,5,1,4,5,20,1
163,70,5,5,5,4,1,3,3,5,3,1,1,5,5,3,2,2,5,2,2,5,1,1,5,5,1,2,4,3,2,1,1,2,5,3,5,1,3,5,5,3,3,3,2,4,4,5,5,4,19,0
170,50,5,3,4,3,1,2,3,5,3,1,2,3,3,2,2,1,5,2,1,5,2,1,5,3,1,2,4,5,2,1,2,4,5,5,4,2,3,5,3,2,2,2,2,4,3,3,2,3,20,1
168,65,5,3,3,3,2,1,1,1,4,2,1,4,2,1,2,1,4,1,1,5,3,3,2,5,1,4,5,5,4,1,5,2,1,4,2,1,1,4,1,3,3,3,2,5,5,3,5,1,26,3
175,70,5,5,5,4,3,4,2,2,2,1,1,2,2,3,3,2,3,5,4,5,1,5,3,4,5,5,5,5,5,3,2,1,5,2,2,3,3,3,1,1,1,1,3,1,1,2,1,2,21,1
185,83,5,2,1,3,3,5,2,4,5,5,2,1,1,2,3,3,3,1,4,4,3,5,5,2,5,5,5,5,5,2,5,3,1,1,1,5,5,5,1,1,2,2,4,4,4,1,3,1,19,2
178,66,4,3,3,3,3,3,2,3,4,4,4,3,5,3,3,3,3,1,2,5,5,5,4,2,3,5,4,4,4,5,3,5,5,3,2,3,2,5,1,1,1,1,1,2,1,1,3,2,23,1
171,60,5,3,4,2,1,2,4,5,5,1,2,4,5,2,4,3,5,2,1,5,1,3,5,5,2,2,5,4,3,1,2,2,5,1,4,2,3,5,1,1,4,1,5,4,2,3,4,3,21,2
172,60,5,4,5,1,2,4,3,3,5,3,4,3,5,4,4,5,3,3,2,5,3,3,5,4,4,4,4,5,5,2,4,5,5,2,5,5,5,5,1,4,1,1,1,5,1,1,1,3,22,1
188,77,5,3,4,2,3,3,4,5,4,2,1,4,3,2,1,3,2,3,2,4,4,4,5,2,3,5,2,3,4,2,4,5,5,2,3,4,4,5,3,1,1,2,1,1,1,3,1,5,18,2
162,51,5,3,2,2,1,3,4,3,4,5,2,2,2,2,3,4,2,2,4,3,3,4,4,3,2,5,3,2,5,2,2,1,5,1,3,4,4,4,1,1,1,2,1,2,3,5,3,4,21,1
174,60,5,4,2,1,1,2,3,5,3,1,1,5,4,1,1,4,1,4,1,5,4,4,5,3,4,2,3,3,3,1,5,2,3,1,2,3,1,5,4,1,1,5,1,3,1,1,1,2,23,1
167,70,5,3,3,2,2,2,2,3,5,5,3,4,3,4,4,5,4,2,2,5,3,4,5,4,2,2,5,4,2,2,5,1,3,1,5,2,3,5,1,2,2,2,1,1,2,3,2,4,17,0
163,52,4,4,4,3,3,2,2,5,4,1,2,4,5,3,2,2,2,1,1,5,5,5,5,4,4,4,5,5,5,3,1,4,2,1,3,2,5,5,3,1,1,2,2,1,1,5,2,1,20,1
170,55,4,3,3,3,4,2,2,4,4,2,3,2,4,2,4,1,4,1,1,3,1,2,2,4,2,1,4,4,5,3,2,3,2,2,3,2,3,3,3,2,4,5,2,5,4,1,4,3,22,1
173,66,5,3,2,2,2,2,4,4,3,1,1,1,1,3,2,2,4,1,3,5,4,4,5,5,4,1,4,5,2,1,1,4,3,2,4,4,4,5,1,2,3,3,5,4,3,1,3,3,20,1
168,60,5,3,3,4,4,3,3,3,4,1,5,4,5,5,5,5,4,2,2,3,3,3,4,4,1,4,1,1,5,3,2,3,3,1,3,1,5,5,1,4,3,4,5,3,3,4,3,1,19,2
164,63,5,3,5,3,3,1,3,3,5,1,1,4,5,1,3,3,3,3,1,5,2,3,5,4,3,3,5,5,4,1,3,3,5,5,3,2,5,5,1,4,4,4,4,4,4,1,4,5,25,0
183,111,4,3,2,3,3,3,4,2,5,5,4,1,4,3,3,2,3,1,3,5,2,4,4,3,5,5,4,5,4,2,3,4,5,2,3,5,2,4,1,2,2,2,2,1,1,1,2,2,29,1
173,81,5,3,2,4,5,5,3,2,3,2,1,4,5,3,3,2,2,3,3,4,4,4,4,4,4,5,3,3,5,4,3,4,3,2,4,4,5,4,1,1,2,3,3,1,1,1,3,3,29,2
173,54,5,3,1,1,1,4,3,4,4,2,1,1,1,3,3,3,1,1,1,5,3,3,4,3,3,1,3,3,3,1,2,4,1,3,3,1,4,5,1,1,1,2,3,4,1,1,3,3,17,1
171,57,5,4,3,2,2,4,3,5,5,4,5,2,3,5,3,3,2,2,4,5,3,3,5,2,4,3,3,2,4,4,3,5,5,3,3,3,4,5,3,3,2,1,5,1,1,3,3,2,17,1
185,75,4,3,3,1,3,3,1,5,3,3,2,2,3,2,2,2,2,3,1,5,3,5,3,3,3,5,3,3,5,3,1,1,5,1,2,3,1,4,1,2,2,2,2,2,2,2,3,3,19,2
170,75,4,3,4,2,1,5,3,3,2,4,2,4,4,5,3,5,4,2,4,5,1,5,4,4,3,2,5,5,4,1,2,3,5,5,4,4,5,5,1,1,3,1,1,2,1,1,5,5,18,2
174,60,5,3,3,5,1,5,3,4,4,1,1,1,1,3,3,4,3,1,2,4,1,1,4,3,1,1,3,3,4,1,2,5,1,3,1,4,5,5,1,1,1,1,3,1,1,1,1,1,20,3
161,48,5,3,3,3,2,5,3,5,5,2,2,4,3,5,4,5,5,2,2,5,1,4,3,3,3,5,5,4,5,2,2,2,4,1,3,2,5,4,3,3,5,3,2,4,4,2,4,3,21,0
175,58,5,3,4,2,3,3,4,5,4,1,1,2,1,4,3,2,2,1,2,5,1,4,5,5,3,3,5,5,4,2,2,4,1,2,3,2,5,5,2,3,4,5,5,5,4,5,5,3,18,1
180,70,4,3,5,3,3,2,5,5,3,2,2,3,3,3,4,2,5,2,3,5,3,4,5,5,3,2,4,4,3,2,1,3,2,1,2,1,3,4,1,2,2,1,5,3,1,2,2,2,19,1
176,66,5,4,4,2,2,4,1,4,2,1,1,4,1,4,2,4,3,3,1,5,1,2,4,1,3,4,1,1,4,1,3,4,3,1,2,4,3,5,1,1,1,4,1,1,1,3,1,4,19,0
175,65,5,3,2,4,2,1,1,5,2,1,1,5,5,3,2,1,2,4,1,5,5,4,5,3,2,4,3,4,1,2,5,2,1,1,3,4,1,5,1,1,1,4,3,3,1,3,4,1,20,2
175,80,5,2,2,1,3,1,1,5,5,3,3,2,2,3,3,1,5,5,1,3,3,3,5,3,2,3,4,4,4,4,5,1,5,1,2,5,1,5,3,1,1,5,3,5,5,2,3,3,19,1
180,75,5,4,5,1,3,2,5,5,2,1,1,5,2,2,3,3,2,3,1,5,5,3,5,3,1,5,4,4,5,1,3,5,5,1,5,5,5,5,1,1,3,1,5,5,5,5,3,1,18,1
192,90,5,3,2,2,2,5,4,4,5,4,3,4,4,3,5,4,3,3,3,5,3,3,5,3,3,4,4,4,4,4,3,5,5,2,2,4,3,5,1,1,2,4,2,4,2,1,3,4,18,1
160,49,5,4,1,2,1,3,3,1,5,5,5,3,3,4,2,4,1,1,2,5,4,5,3,5,5,5,3,3,4,2,3,2,1,1,1,3,5,4,1,3,2,2,2,5,3,3,2,1,16,1
163,57,5,3,3,2,2,3,2,4,4,1,2,4,3,4,4,5,3,2,2,5,4,4,5,3,1,4,3,4,4,1,2,3,4,1,3,2,3,5,1,2,1,1,1,1,1,2,4,3,18,1
170,63,5,4,2,1,1,4,2,3,3,2,2,4,3,4,3,2,3,2,2,4,2,2,5,4,4,2,2,2,4,2,1,2,5,1,3,1,2,5,3,2,2,2,2,4,4,2,2,2,19,0
166,55,4,3,3,5,5,5,4,3,4,2,1,1,4,4,4,3,5,1,4,5,1,1,4,5,4,3,5,4,4,3,1,5,5,4,5,5,4,4,4,2,2,3,2,4,4,4,3,2,24,2
168,56,5,3,3,4,5,5,5,3,2,2,1,1,2,3,3,2,4,1,5,4,1,3,4,3,4,2,5,5,3,2,1,4,4,2,2,1,3,4,1,2,1,3,1,2,1,2,4,2,19,3
165,67,2,1,1,3,2,4,2,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,3,4,2,2,3,1,4,2,1,1,1,3,2,1,4,2,5,3,2,4,3,5,3,4,5,3,20,1
166,60,4,3,5,2,4,5,5,4,5,4,3,2,2,4,5,2,5,2,4,5,3,3,4,4,4,4,5,5,4,3,3,4,3,2,3,3,4,4,2,2,4,3,3,2,1,4,1,2,20,1
180,61,5,1,3,2,1,3,4,3,4,2,1,1,1,4,5,4,4,3,2,5,2,4,3,4,3,3,4,5,2,1,1,3,4,2,4,1,3,5,3,3,4,3,3,2,4,5,3,3,21,0
187,85,5,5,4,1,1,1,1,3,5,4,2,5,1,1,4,1,1,2,2,5,5,5,5,1,1,5,1,2,2,4,5,5,5,1,3,4,1,5,1,1,1,2,1,5,1,1,5,3,23,2
165,60,5,5,3,3,4,4,4,4,5,5,3,1,2,2,5,2,3,3,4,5,5,4,5,2,5,5,5,5,4,5,4,5,5,1,3,5,2,5,1,1,2,1,2,2,1,1,1,1,23,0
182,84,4,3,5,2,2,2,2,4,4,2,1,5,2,3,3,3,3,2,1,5,3,5,5,2,4,5,3,3,4,3,5,3,5,3,4,4,3,5,1,1,1,1,3,5,3,3,1,3,17,1
173,65,5,3,3,5,1,5,3,3,3,1,1,1,2,5,4,4,4,1,5,5,1,1,4,4,2,1,5,4,3,1,1,2,1,1,2,2,5,5,1,1,1,1,1,1,1,1,1,1,18,3
183,90,5,3,1,3,4,5,3,2,4,2,1,3,4,2,3,4,5,5,2,5,2,3,5,4,3,5,5,5,4,5,2,3,5,1,3,4,4,5,1,1,2,4,2,2,3,1,3,2,26,5
186,65,2,3,2,2,2,2,2,2,4,4,4,3,3,3,3,4,2,1,1,1,1,1,4,5,2,2,4,4,4,2,2,4,4,1,1,4,3,5,1,1,1,2,1,1,1,1,1,2,22,0
170,60,5,4,2,3,2,5,4,2,5,4,5,1,3,3,5,5,3,2,3,5,4,5,5,4,1,5,3,4,5,2,4,5,1,2,3,5,4,5,1,1,2,3,1,3,1,1,3,4,22,2
165,75,5,3,3,4,3,2,2,3,4,2,2,1,3,2,3,2,3,5,2,4,1,2,5,1,3,3,4,5,5,2,5,3,2,1,2,5,2,4,2,3,2,4,3,3,1,1,2,2,25,2
177,73,5,3,3,1,2,3,3,4,5,2,3,1,3,3,4,4,4,2,2,5,5,5,5,5,3,2,3,4,2,1,1,3,4,1,4,2,4,5,4,3,3,3,5,5,5,5,5,3,21,1
170,75,5,3,4,3,1,5,4,4,2,4,3,5,4,5,2,5,3,3,5,5,1,4,3,3,3,2,5,5,5,1,2,2,4,5,4,3,5,4,1,1,3,1,1,1,1,1,5,5,18,2
160,51,5,3,3,3,3,5,4,3,4,4,5,3,3,3,3,3,3,3,3,5,4,3,5,4,5,3,5,5,5,3,2,1,4,5,4,3,3,5,4,1,3,3,5,1,1,3,1,1,15,2
175,64,5,3,2,4,4,1,1,1,5,3,3,1,1,3,5,5,1,1,1,5,1,1,5,3,5,5,3,3,3,3,1,3,3,1,3,3,2,4,3,1,1,3,3,3,3,1,2,3,17,0
175,86,5,3,5,5,2,5,3,3,3,1,1,5,1,5,4,5,5,1,4,4,3,4,5,4,4,4,5,5,5,3,5,2,5,4,5,5,5,5,1,1,1,1,1,1,1,1,2,1,22,6
168,49,5,3,2,4,1,5,5,5,5,3,4,1,2,3,3,3,4,2,5,5,2,2,5,5,5,1,4,2,3,1,1,1,2,1,5,2,5,5,1,1,1,1,1,1,1,3,1,4,21,1
162,51,5,4,5,2,1,3,4,5,3,1,3,4,2,4,2,2,5,4,2,4,1,2,4,5,1,4,3,3,2,1,1,2,3,2,5,4,4,5,2,5,4,1,2,4,5,4,5,4,21,3
171,49,5,3,3,2,2,4,3,3,4,2,2,1,3,2,5,5,3,1,2,5,2,2,4,3,2,4,5,5,4,2,1,2,1,2,2,2,4,5,2,2,2,3,2,4,2,3,2,3,19,3
186,98,4,4,2,1,3,2,1,4,3,2,3,4,3,3,3,2,4,3,3,4,3,4,4,4,5,3,2,2,4,2,4,4,4,2,2,4,2,5,3,2,1,1,2,2,2,1,1,1,26,1
172,80,5,3,2,2,3,3,3,3,5,5,4,1,4,4,5,2,3,1,1,5,4,5,5,4,3,2,2,1,1,2,1,1,5,1,4,5,4,5,3,4,4,3,1,3,3,4,3,4,26,1
183,84,5,4,3,2,4,3,3,4,5,5,5,2,5,3,4,4,3,4,2,5,5,5,5,3,5,4,4,4,4,4,3,3,2,2,4,4,2,5,2,1,2,2,1,2,1,3,2,1,25,2
159,52,5,3,5,3,3,5,5,2,3,1,2,5,5,5,3,2,5,5,3,5,1,3,3,5,1,5,2,3,5,3,1,4,5,1,4,5,4,5,1,2,5,2,2,4,4,2,4,4,19,3
197,100,5,5,4,1,1,2,1,3,1,1,1,3,1,1,2,2,1,5,1,5,5,5,5,3,5,5,5,5,4,2,5,5,5,3,4,5,2,3,1,2,2,2,2,5,3,1,3,3,20,1
192,91,5,3,5,4,3,5,5,5,4,3,3,3,3,4,5,4,4,2,5,5,1,3,5,5,5,3,5,5,5,3,4,3,4,5,5,5,5,5,3,2,2,3,2,5,2,3,2,2,18,0
167,49,5,3,5,2,2,2,2,5,5,4,4,2,3,2,4,4,2,3,2,5,3,4,4,4,4,3,2,4,3,2,1,1,4,1,4,2,4,5,4,1,3,4,3,3,2,3,3,3,25,1
192,86,5,4,3,1,1,1,1,4,1,1,2,5,5,1,1,3,1,2,1,5,4,3,5,1,3,2,1,1,2,1,5,5,5,1,2,5,1,5,1,1,1,1,1,1,1,1,1,1,23,1
190,84,5,3,4,1,1,1,1,3,3,1,3,4,5,1,3,5,1,3,1,5,5,5,5,3,2,3,2,2,4,3,5,5,5,1,4,4,2,5,1,1,1,1,1,1,1,1,1,1,24,1
186,78,5,3,3,2,1,3,3,3,5,3,5,1,1,3,3,4,1,3,3,5,2,3,4,3,4,4,2,5,5,2,1,5,5,3,2,4,5,5,3,3,1,3,3,3,5,1,5,4,20,3
172,50,5,2,3,1,2,3,4,5,3,1,2,2,2,3,3,2,4,1,3,5,1,2,5,4,2,3,4,4,4,1,1,3,2,4,4,3,4,5,1,2,2,3,5,5,5,4,5,4,19,2
186,76,5,3,2,1,2,4,3,4,5,5,5,2,2,3,5,4,2,2,1,5,3,3,5,2,5,2,4,4,3,2,5,5,5,1,2,5,1,4,1,1,1,1,1,1,1,1,3,3,18,1
167,60,5,5,5,5,5,4,4,4,4,5,4,4,4,4,5,3,4,4,4,5,2,3,3,3,4,4,3,4,4,4,5,5,4,5,4,3,4,3,4,4,4,4,4,5,5,3,3,2,25,2
179,78,1,1,2,3,4,3,3,2,2,5,2,2,2,3,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,4,3,3,3,2,5,5,3,3,4,2,2,3,4,22,2
185,92,4,3,3,1,2,3,1,4,3,2,2,5,3,3,3,3,3,3,1,4,5,5,5,3,1,3,3,3,3,1,3,1,1,1,3,3,1,4,1,1,2,3,4,5,4,2,3,4,26,1
167,63,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,19,0
170,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,2,2,1,1,5,5,4,2,1,2,3,5,4,3,2,1,2,3,4,5,4,3,2,1,2,16,2
174,64,5,2,2,4,4,4,2,3,5,5,4,2,3,2,3,2,2,1,4,5,1,4,3,2,5,5,3,3,4,3,5,2,1,1,1,5,2,5,2,1,3,2,1,4,3,2,4,4,18,0
170,53,5,4,3,1,2,4,3,4,2,1,1,4,1,1,4,2,4,1,2,5,3,3,5,4,4,3,4,3,2,1,3,3,3,3,5,2,3,5,3,2,2,2,4,5,5,4,4,4,20,1
168,70,5,4,4,2,2,2,2,3,5,5,3,4,3,5,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,3,2,4,1,3,2,2,5,2,2,2,2,5,5,4,3,2,4,17,0
171,62,3,3,2,1,1,4,3,2,2,1,1,2,2,3,3,2,3,1,4,4,1,1,4,3,3,3,4,2,4,3,2,3,5,1,1,2,3,5,4,2,2,2,2,2,4,2,2,2,20,0
165,51,5,3,2,1,1,4,3,3,4,1,2,4,2,2,3,4,4,5,4,5,2,3,5,5,3,1,4,5,5,2,3,3,4,4,5,5,5,5,3,2,2,2,3,5,3,3,3,2,19,3
168,62,5,3,3,5,1,3,3,4,5,1,1,3,1,3,5,2,5,5,3,5,1,3,5,5,3,5,5,5,5,5,5,1,5,3,3,5,3,5,4,1,1,1,1,1,1,1,1,2,25,1
185,65,5,5,3,1,2,3,2,5,3,1,1,5,3,3,3,3,3,3,2,5,3,3,4,3,4,3,4,4,1,2,5,4,5,1,5,1,1,5,3,1,1,2,1,1,1,2,1,2,19,1
165,55,5,3,2,1,1,1,3,5,2,1,1,3,2,1,2,1,1,1,1,5,3,3,5,5,1,1,4,3,2,1,3,5,5,1,5,1,5,5,4,3,4,3,5,5,3,3,4,5,18,0
167,48,5,3,3,3,4,4,4,3,3,2,2,4,2,5,3,4,2,3,3,5,1,1,5,3,1,3,5,5,5,3,2,4,5,5,5,4,5,5,1,3,3,2,5,2,1,1,4,1,17,0
174,64,5,3,3,1,2,2,3,4,4,1,2,3,3,3,3,2,4,4,2,5,3,4,5,5,3,3,3,4,5,3,4,3,3,1,4,3,2,3,2,1,2,3,1,5,3,2,3,3,18,1
171,63,4,2,4,1,2,3,2,3,3,1,1,1,1,4,4,1,3,2,3,4,4,2,4,3,2,1,5,5,5,1,1,1,5,5,3,1,5,5,1,3,1,1,1,2,1,3,5,4,20,1
170,55,5,3,2,3,4,4,4,3,5,5,5,2,5,5,5,5,4,2,3,5,5,4,5,3,5,3,3,4,5,5,3,3,3,4,4,5,3,5,2,4,5,4,2,1,1,3,3,3,17,3
